issn;journal_title;oa_model;apc;year;;;
0884-2175;Journal of Obstetric Gynecologic and Neonatal Nursing;Hybrid;3000;2013;;;
0963-1798;Journal of Occupational and Organizational Psychology;Hybrid;3000;2013;;;
0904-2512;"Journal of Oral Pathology &amp; Medicine";Hybrid;3000;2013;;;
0305-182x;Journal of Oral Rehabilitation;Hybrid;3000;2013;;;
0894-3796;Journal of Organizational Behavior;Hybrid;3000;2013;;;
0736-0266;Journal of Orthopaedic Research;Hybrid;3000;2013;;;
1034-4810;Journal of Paediatrics and Child Health;Hybrid;3000;2013;;;
0022-3417;Journal of Pathology;Hybrid;3000;2013;;;
1075-2617;Journal of Peptide Science;Hybrid;3000;2013;;;
0022-3484;Journal of Periodontal Research;Hybrid;3000;2013;;;
0022-3506;Journal of Personality;Hybrid;3000;2013;;;
0141-6421;Journal of Petroleum Geology;Hybrid;3000;2013;;;
1759-8885;Journal of Pharmaceutical Health Services Research;Hybrid;3000;2013;;;
0022-3549;Journal of Pharmaceutical Sciences;Hybrid;3000;2013;;;
0022-3573;Journal of Pharmacy and Pharmacology;Hybrid;3000;2013;;;
0309-8249;Journal of Philosophy of Education;Hybrid;3000;2013;;;
0022-3646;Journal of Phycology;Hybrid;3000;2013;;;
0894-3230;Journal of Physical Organic Chemistry;Hybrid;3000;2013;;;
0931-1785;"Journal of Phytopathology&nbsp;";Hybrid;3000;2013;;;
0742-3098;Journal of Pineal Research;Hybrid;3000;2013;;;
1436-8730;Journal of Plant Nutrition and Soil Science;Hybrid;3000;2013;;;
0276-8739;Journal of Policy Analysis and Management;Hybrid;3000;2013;;;
1741-1122;Journal of Policy and Practice In Intellectual Disabilities;Hybrid;3000;2013;;;
0887-624x;Journal of Polymer Science Part A: Polymer Chemistry;Hybrid;3000;2013;;;
0887-6266;Journal of Polymer Science Part B: Polymer Physics;Hybrid;3000;2013;;;
1524-2226;Journal of Popular Music Studies;Hybrid;3000;2013;;;
1059-941x;Journal of Prosthodontics;Hybrid;3000;2013;;;
1351-0126;Journal of Psychiatric and Mental Health Nursing;Hybrid;3000;2013;;;
1472-3891;Journal of Public Affairs;Hybrid;3000;2013;;;
1097-3923;Journal of Public Economic Theory;Hybrid;3000;2013;;;
0022-4006;Journal of Public Health Dentistry;Hybrid;3000;2013;;;
0267-8179;Journal of Quaternary Science;Hybrid;3000;2013;;;
0377-0486;Journal of Raman Spectroscopy;Hybrid;3000;2013;;;
0022-4146;Journal of Regional Science;Hybrid;3000;2013;;;
0384-9694;Journal of Religious Ethics;Hybrid;3000;2013;;;
0022-4227;Journal of Religious History;Hybrid;3000;2013;;;
1755-6678;Journal of Renal Care;Hybrid;3000;2013;;;
0141-0423;Journal of Research In Reading;Hybrid;3000;2013;;;
0280-6495;Journal of Research in Science Teaching;Hybrid;3000;2013;;;
1471-3802;Journal of Research in Special Educational Needs;Hybrid;3000;2013;;;
1050-8392;Journal of Research on Adolescence;Hybrid;3000;2013;;;
0022-4367;Journal of Risk and Insurance;Hybrid;3000;2013;;;
0022-4391;Journal of School Health;Hybrid;3000;2013;;;
0887-8250;Journal of Sensory Studies;Hybrid;3000;2013;;;
1615-9306;Journal of Separation Science;Hybrid;3000;2013;;;
0962-1105;Journal of Sleep Research;Hybrid;3000;2013;;;
0022-4510;Journal of Small Animal Practice;Hybrid;3000;2013;;;
0047-2778;Journal of Small Business Management;Hybrid;3000;2013;;;
0047-2786;Journal of Social Philosophy;Hybrid;3000;2013;;;
1360-6441;Journal of Sociolinguistics;Hybrid;3000;2013;;;
2047-7473;Journal of Software: Evolution and Process;Hybrid;3000;2013;;;
0022-4790;Journal of Surgical Oncology;Hybrid;3000;2013;;;
0265-6582;Journal of Synthetic Lubrication;Hybrid;3000;2013;;;
1674-4918;Journal of Systematics and Evolution;Hybrid;3000;2013;;;
0022-4901;Journal of Texture Studies;Hybrid;3000;2013;;;
1041-2972;Journal of the American Academy of Nurse Practitioners;Hybrid;3000;2013;;;
0002-7820;Journal of the American Ceramic Society;Hybrid;3000;2013;;;
1532-2882;Journal of The American Society for Information Science and Technology;Hybrid;3000;2013;;;
1093-474x;Journal of the American Water Resources Association;Hybrid;3000;2013;;;
1559-4564;Journal of the CardioMetabolic Syndrome;Hybrid;3000;2013;;;
0926-9959;Journal of the European Academy of Dermatology;Hybrid;3000;2013;;;
1529-921x;Journal of the Historical Society;Hybrid;3000;2013;;;
0022-5061;Journal of the History of the Behavioral Sciences;Hybrid;3000;2013;;;
0046-9750;Journal of the Institute of Brewing;Hybrid;3000;2013;;;
0028-1522;Journal of the Institute of Navigation;Hybrid;3000;2013;;;
1085-9489;Journal of the Peripheral Nervous System;Hybrid;3000;2013;;;
1359-0987;Journal of the Royal Anthropological Institute;Hybrid;3000;2013;;;
0964-1998;Journal of the Royal Statistical Society, Series A;Hybrid;3000;2013;;;
1369-7412;Journal of the Royal Statistical Society, Series B;Hybrid;3000;2013;;;
0035-9254;Journal of the Royal Statistical Society, Series C;Hybrid;3000;2013;;;
0022-5142;Journal of the Science of Food and Agriculture;Hybrid;3000;2013;;;
1538-7933;Journal of Thrombosis and Haemostasis;Hybrid;3000;2013;;;
0143-9782;Journal of Time Series Analysis;Hybrid;3000;2013;;;
1932-6254;Journal of Tissue Engineering and Regenerative Medicine;Hybrid;3000;2013;;;
0894-9867;Journal of Traumatic Stress;Hybrid;3000;2013;;;
1195-1982;Journal of Travel Medicine;Hybrid;3000;2013;;;
0735-2166;Journal of Urban Affairs;Hybrid;3000;2013;;;
1100-9233;Journal of Vegetation Science;Hybrid;3000;2013;;;
1479-3261;Journal of Veterinary Emergency and Critical Care;Hybrid;3000;2013;;;
0891-6640;Journal of Veterinary Internal Medicine;Hybrid;3000;2013;;;
0140-7783;"Journal of Veterinary Pharmacology &amp; Therapeutics";Hybrid;3000;2013;;;
1083-5601;Journal of Vinyl and Additive Technology;Hybrid;3000;2013;;;
1352-0504;Journal of Viral Hepatitis;Hybrid;3000;2013;;;
0893-8849;Journal of World Aquaculture Society;Hybrid;3000;2013;;;
0947-5745;Journal of Zoological Systematics and Evolutionary Research;Hybrid;3000;2013;;;
0952-8369;Journal of Zoology;Hybrid;3000;2013;;;
0161-7109;Juvenile and Family Court Journal;Hybrid;3000;2013;;;
1092-4604;Knowledge and Process Management: The Journal of Corporate Transformation;Hybrid;3000;2013;;;
0023-5962;Kyklos International Review of Social Sciences;Hybrid;3000;2013;;;
1121-7081;Labour;Hybrid;3000;2013;;;
1320-5331;"Lakes &amp; Reservoirs: Research and Management";Hybrid;3000;2013;;;
1085-3278;"Land Degradation &amp; Development";Hybrid;3000;2013;;;
1749-818x;"Language &amp; Linguistics Compass";Hybrid;3000;2013;;;
0023-8333;Language Learning;Hybrid;3000;2013;;;
1863-8880;"Laser &amp; Photonics Reviews";Hybrid;3000;2013;;;
1612-2011;Laser Physics Letters;Hybrid;3000;2013;;;
0196-8092;Lasers in Surgery and Medicine;Hybrid;3000;2013;;;
2041-7365;Latin American Policy;Hybrid;3000;2013;;;
1531-426x;Latin American Politics and Society;Hybrid;3000;2013;;;
1557-2021;Latin Americanist;Hybrid;3000;2013;;;
0023-9216;"Law &amp; Society Review";Hybrid;3000;2013;;;
1355-3259;Legal and Criminological Psychology;Hybrid;3000;2013;;;
0261-3875;Legal Studies;Hybrid;3000;2013;;;
0362-9805;Legislative Studies Quarterly;Hybrid;3000;2013;;;
0024-1164;Lethaia;Hybrid;3000;2013;;;
0266-8254;Letters in Applied Microbiology;Hybrid;3000;2013;;;
0956-666x;Lipid Technology;Hybrid;3000;2013;;;
1741-4350;Literacy;Hybrid;3000;2013;;;
1741-4113;Literature Compass;Hybrid;3000;2013;;;
1478-3223;Liver International;Hybrid;3000;2013;;;
1527-6465;Liver Transplantation;Hybrid;3000;2013;;;
1464-262x;Livestock;Hybrid;3000;2013;;;
0954-0075;Lubrication Science;Hybrid;3000;2013;;;
1522-7235;Luminescence;Hybrid;3000;2013;;;
1757-5664;LUTS: Lower Urinary Tract Symptoms;Hybrid;3000;2013;;;
1616-5187;Macromolecular Bioscience;Hybrid;3000;2013;;;
1022-1352;Macromolecular Chemistry and Physics;Hybrid;3000;2013;;;
1438-7492;"Macromolecular Materials &amp; Engineering";Hybrid;3000;2013;;;
1022-1336;Macromolecular Rapid Communications;Hybrid;3000;2013;;;
1862-832x;Macromolecular Reaction Engineering;Hybrid;3000;2013;;;
1022-1360;Macromolecular Symposia;Hybrid;3000;2013;;;
1022-1344;Macromolecular Theory and Simulations;Hybrid;3000;2013;;;
0749-1581;Magnetic Resonance in Chemistry;Hybrid;3000;2013;;;
0740-3194;Magnetic Resonance in Medicine;Hybrid;3000;2013;;;
0305-1838;Mammal Review;Hybrid;3000;2013;;;
0143-6570;Managerial and Decision Economics;Hybrid;3000;2013;;;
0173-9565;Marine Ecology;Hybrid;3000;2013;;;
0824-0469;Marine Mammal Science;Hybrid;3000;2013;;;
0277-7037;Mass Spectrometry Reviews;Hybrid;3000;2013;;;
0947-5117;Materials and Corrosion/Werkstoffe und Korrosion;Hybrid;3000;2013;;;
0933-5137;Materialwissenschaft und Werkstofftechnik;Hybrid;3000;2013;;;
1740-8695;Maternal and Child Nutrition;Hybrid;3000;2013;;;
0960-1627;Mathematical Finance;Hybrid;3000;2013;;;
0170-4214;Mathematical Methods in The Applied Sciences;Hybrid;3000;2013;;;
0025-584x;Mathematische Nachrichten;Hybrid;3000;2013;;;
1432-3427;Mauerwerk;Hybrid;3000;2013;;;
0269-283x;Medical and Veterinary Entomology;Hybrid;3000;2013;;;
0745-5194;Medical Anthropology Quarterly;Hybrid;3000;2013;;;
0308-0110;Medical Education;Hybrid;3000;2013;;;
0198-6325;Medicinal Research Reviews;Hybrid;3000;2013;;;
1615-777x;MedReview;Hybrid;3000;2013;;;
1080-4013;Mental Retardation Developmental Disabilities Research Reviews;Hybrid;3000;2013;;;
1079-1760;Mershon International Studies Review;Hybrid;3000;2013;;;
0026-1068;Metaphilosophy;Hybrid;3000;2013;;;
1086-9379;"Meteoritics &amp; Planetary Science";Hybrid;3000;2013;;;
1350-4827;Meteorological Applications;Hybrid;3000;2013;;;
2041-210x;Methods in Ecology and Evolution;Hybrid;3000;2013;;;
0026-1386;Metroeconomica;Hybrid;3000;2013;;;
1751-7907;Microbial Biotechnology;Hybrid;3000;2013;;;
0385-5600;Microbiology and Immunology;Hybrid;3000;2013;;;
1073-9688;Microcirculation;Hybrid;3000;2013;;;
1059-910x;Microscopy Research and Technique;Hybrid;3000;2013;;;
0738-1085;Microsurgery;Hybrid;3000;2013;;;
0895-2477;Microwave and Optical Technology Letters;Hybrid;3000;2013;;;
1061-1924;Middle East Policy;Hybrid;3000;2013;;;
0363-6550;Midwest Studies In Philosophy;Hybrid;3000;2013;;;
0887-378x;Milbank Quarterly;Hybrid;3000;2013;;;
0026-4326;Milton Quarterly;Hybrid;3000;2013;;;
0268-1064;"Mind &amp; Language";Hybrid;3000;2013;;;
1751-2271;Mind, Brain, and Education;Hybrid;3000;2013;;;
0942-5616;MLQ- Mathematical Logic Quarterly;Hybrid;3000;2013;;;
0026-7902;Modern Language Journal;Hybrid;3000;2013;;;
0266-7177;Modern Theology;Hybrid;3000;2013;;;
0899-1987;Molecular Carcinogenesis;Hybrid;3000;2013;;;
0962-1083;Molecular Ecology;Hybrid;3000;2013;;;
1755-098x;Molecular Ecology Resources;Hybrid;3000;2013;;;
0950-382x;Molecular Microbiology;Hybrid;3000;2013;;;
1613-4125;"Molecular Nutrition &amp; Food Research";Hybrid;3000;2013;;;
2041-1006;Molecular Oral Microbiology;Hybrid;3000;2013;;;
1464-6722;Molecular Plant Pathology;Hybrid;3000;2013;;;
1040-452x;Molecular Reproduction and Development;Hybrid;3000;2013;;;
0037-976x;Monographs of the Society for Research in Child Development;Hybrid;3000;2013;;;
0035-8711;Monthly Notices of the Royal Astronomical Society;Hybrid;3000;2013;;;
1745-3925;Monthly Notices of the Royal Astronomical Society - Letters;Hybrid;3000;2013;;;
0027-2507;Mount Sinai Journal of Medicine: A Journal of Personalized and Translational Medicine;Hybrid;3000;2013;;;
0885-3185;Movement Disorders;Hybrid;3000;2013;;;
0148-639x;"Muscle &amp; Nerve";Hybrid;3000;2013;;;
1478-2189;Musculoskeletal Care;Hybrid;3000;2013;;;
0892-8339;Museum Anthropology;Hybrid;3000;2013;;;
0262-5245;Music Analysis;Hybrid;3000;2013;;;
0933-7407;Mycoses;Hybrid;3000;2013;;;
1354-5078;Nations and Nationalism;Hybrid;3000;2013;;;
0172-1631;Natur und Recht;Hybrid;3000;2013;;;
0890-8575;Natural Resource Modeling;Hybrid;3000;2013;;;
0165-0203;Natural Resources Forum;Hybrid;3000;2013;;;
0028-1425;Naval Engineers Journal;Hybrid;3000;2013;;;
0894-069x;Naval Research Logistics:  An International Journal;Hybrid;3000;2013;;;
1750-4708;Negotiation and Conflict Management Research;Hybrid;3000;2013;;;
0748-4526;Negotiation Journal;Hybrid;3000;2013;;;
1320-5358;Nephrology;Hybrid;3000;2013;;;
0028-3045;Networks:  An International Journal;Hybrid;3000;2013;;;
1350-1925;"Neurogastroenterology &amp; Motility";Hybrid;3000;2013;;;
1094-7159;Neuromodulation: Technology at the Neural Interface;Hybrid;3000;2013;;;
0919-6544;Neuropathology;Hybrid;3000;2013;;;
0305-1846;Neuropathology and Applied Neurobiology;Hybrid;3000;2013;;;
1755-5930;"Neuroscience &amp; Therapeutics";Hybrid;3000;2013;;;
0893-6609;Neuroscience Research Communications;Hybrid;3000;2013;;;
0733-2467;Neurourology and Urodynamics;Hybrid;3000;2013;;;
0028-4289;New Blackfriars;Hybrid;3000;2013;;;
0028-646x;New Phytologist;Hybrid;3000;2013;;;
0268-1072;New Technology, Work and Employment;Hybrid;3000;2013;;;
0028-8144;New Zealand Geographer;Hybrid;3000;2013;;;
0952-3480;NMR in Biomedicine;Hybrid;3000;2013;;;
0107-055x;Nordic Journal of Botany;Hybrid;3000;2013;;;
1539-2546;North American Dialogue;Hybrid;3000;2013;;;
0029-4624;Nous;Hybrid;3000;2013;;;
1070-5325;Numerical Linear Algebra With Applications;Hybrid;3000;2013;;;
0749-159x;Numerical Methods for Partial Differential Equations;Hybrid;3000;2013;;;
1441-0745;"Nursing &amp; Health Sciences";Hybrid;3000;2013;;;
1751-4851;Nursing for Women's Health;Hybrid;3000;2013;;;
0029-6473;Nursing Forum;Hybrid;3000;2013;;;
1362-1017;Nursing in Critical Care;Hybrid;3000;2013;;;
1320-7881;Nursing Inquiry;Hybrid;3000;2013;;;
1466-7681;Nursing Philosophy;Hybrid;3000;2013;;;
1446-6368;"Nutrition &amp; Dietetics";Hybrid;3000;2013;;;
1471-9827;Nutrition Bulletin;Hybrid;3000;2013;;;
0029-6643;Nutrition Reviews;Hybrid;3000;2013;;;
1930-7381;Obesity : A Research Journal;Hybrid;3000;2013;;;
1467-7881;Obesity Reviews;Hybrid;3000;2013;;;
0966-7903;Occupational Therapy International;Hybrid;3000;2013;;;
0029-8077;Oceania;Hybrid;3000;2013;;;
0030-1299;Oikos;Hybrid;3000;2013;;;
0950-1045;Oil and Energy Trends;Hybrid;3000;2013;;;
0953-1033;Oil and Energy Trends: Annual Statistical Review;Hybrid;3000;2013;;;
1753-0229;OPEC Energy Review;Hybrid;3000;2013;;;
0275-5408;Ophthalmic and Physiological Optics;Hybrid;3000;2013;;;
0143-2087;Optimal Control Applications and Methods;Hybrid;3000;2013;;;
1354-523x;Oral Diseases;Hybrid;3000;2013;;;
1752-2471;Oral Surgery;Hybrid;3000;2013;;;
0105-7510;Orbis Literarum;Hybrid;3000;2013;;;
1601-6335;Orthodontics and Craniofacial Research;Hybrid;3000;2013;;;
1757-7853;Othopaedic Surgery;Hybrid;3000;2013;;;
0305-9049;"Oxford Bulletin of Economics &amp; Statistics";Hybrid;3000;2013;;;
0262-5253;Oxford Journal of Archaeology;Hybrid;3000;2013;;;
1361-374x;Pacific Economic Review;Hybrid;3000;2013;;;
1225-4657;Pacific Focus;Hybrid;3000;2013;;;
0279-0750;Pacific Philosophical Quarterly;Hybrid;3000;2013;;;
0147-8389;Pacing and Clinical Electrophysiology;Hybrid;3000;2013;;;
0894-3214;Packaging Technology and Science;Hybrid;3000;2013;;;
0269-5022;Paediatric and Perinatal Epidemiology;Hybrid;3000;2013;;;
1526-2375;Pain Medicine;Hybrid;3000;2013;;;
1530-7085;Pain Practice;Hybrid;3000;2013;;;
0031-0239;Palaeontology;Hybrid;3000;2013;;;
0883-8305;Paleoceanography;Hybrid;3000;2013;;;
1056-8190;Papers in Regional Science;Hybrid;3000;2013;;;
0141-9838;Parasite Immunology;Hybrid;3000;2013;;;
0264-2824;Parliamentary History;Hybrid;3000;2013;;;
0934-0866;"Particle &amp; Particle Systems Characterization ";Hybrid;3000;2013;;;
0928-8244;Pathogens and Disease;Hybrid;3000;2013;;;
1320-5463;Pathology International;Hybrid;3000;2013;;;
0149-0508;"Peace &amp; Change";Hybrid;3000;2013;;;
0905-6157;Pediatric Allergy and Immunology;Hybrid;3000;2013;;;
1155-5645;Pediatric Anesthesia;Hybrid;3000;2013;;;
1545-5009;Pediatric Blood Cancer;Hybrid;3000;2013;;;
0736-8046;Pediatric Dermatology;Hybrid;3000;2013;;;
1399-543x;Pediatric Diabetes;Hybrid;3000;2013;;;
2047-6302;Pediatric Obesity;Hybrid;3000;2013;;;
8755-6863;Pediatric Pulmonology;Hybrid;3000;2013;;;
1397-3142;Pediatric Transplantation;Hybrid;3000;2013;;;
0906-6713;Periodontology 2000;Hybrid;3000;2013;;;
1045-6740;Permafrost and Periglacial Processes;Hybrid;3000;2013;;;
1350-4126;Personal Relationships;Hybrid;3000;2013;;;
1932-8621;Personality and Mental Health;Hybrid;3000;2013;;;
0031-5826;Personnel Psychology;Hybrid;3000;2013;;;
0031-5990;Perspectives in Psychiatric Care;Hybrid;3000;2013;;;
1538-6341;Perspectives on Sexual and Reproductive Health;Hybrid;3000;2013;;;
1526-498x;Pest Management Science;Hybrid;3000;2013;;;
1531-2135;Pharmaceutical Formulation Quality;Hybrid;3000;2013;;;
1539-1604;Pharmaceutical Statistics;Hybrid;3000;2013;;;
1053-8569;Pharmacoepidemiology and Drug Safety;Hybrid;3000;2013;;;
0277-0008;Pharmacotherapy;Hybrid;3000;2013;;;
0048-3664;Pharmazie in unserer Zeit;Hybrid;3000;2013;;;
0031-806x;Philosophical Forum;Hybrid;3000;2013;;;
0190-0536;Philosophical Investigations;Hybrid;3000;2013;;;
1533-6077;Philosophical Issues;Hybrid;3000;2013;;;
1520-8583;Philosophical Perspectives;Hybrid;3000;2013;;;
0031-8205;Philosophy and Phenomenological Research;Hybrid;3000;2013;;;
0048-3915;Philosophy and Public Affairs;Hybrid;3000;2013;;;
1747-9991;Philosophy Compass;Hybrid;3000;2013;;;
0031-8655;Photochemistry and Photobiology;Hybrid;3000;2013;;;
0905-4383;"Photodermatology, Photoimmunology &amp; Photomedicine";Hybrid;3000;2013;;;
1322-0829;Phycological Research;Hybrid;3000;2013;;;
1862-6254;physica status solidi - Rapid Research Letters;Hybrid;3000;2013;;;
1862-6300;physica status solidi a;Hybrid;3000;2013;;;
0370-1972;physica status solidi b;Hybrid;3000;2013;;;
1862-6351 ;physica status solidi c;Hybrid;3000;2013;;;
1617-9439;Physik Journal;Hybrid;3000;2013;;;
0031-9317;Physiologia Plantarum;Hybrid;3000;2013;;;
0307-6962;Physiological Entomology;Hybrid;3000;2013;;;
1358-2267;Physiotherapy Research International;Hybrid;3000;2013;;;
0958-0344;Phytochemical Analysis;Hybrid;3000;2013;;;
0951-418x;Phytotherapy Research;Hybrid;3000;2013;;;
1755-1471;Pigment Cell Melanoma Research;Hybrid;3000;2013;;;
1435-8603;Plant Biology;Hybrid;3000;2013;;;
1467-7644;Plant Biotechnology Journal;Hybrid;3000;2013;;;
0179-9541;Plant Breeding;Hybrid;3000;2013;;;
0032-0862;Plant Pathology;Hybrid;3000;2013;;;
0913-557x;Plant Species Biology;Hybrid;3000;2013;;;
0140-7791;Plant, Cell and Environment;Hybrid;3000;2013;;;
1612-8850;Plasma Processes and Polymers;Hybrid;3000;2013;;;
0091-9578;Plastics Engineering;Hybrid;3000;2013;;;
